,name,hours,menu,tag,location,number
32,"
이경문순대곱창
",오전 11시 30분 - 오후 10시 30분                    ,"{'순대곱창전골 소': '27,000원', '사골순대국': '8,000원', '얼큰이순대국': '8,000원', '얼큰이술국': '18,000원', '모듬,순대고기   소': '15,000원', '모듬,순대고기   대': '22,000원', '순대곱창전골  중': '32,000원', '순대곱창전골  대': '37,000원'}","{'저녁식사': 10, '술모임': 10, '식사모임': 5, '점심식사': 5, '혼밥': 3, '가족외식': 2, '회식': 1, '혼술': 1, '데이트': 1, '기념일': 1, '서민적인': 8, '시끌벅적한': 7, '가성비좋은': 4, '캐주얼한': 2, '숨은맛집': 2, '푸짐한': 2, '노포': 1, '지역주민이찾는': 1, '주차불가': 1}",서울특별시 종로구 돈의동 11-1,02-765-1532
33,"
천하보쌈
",오전 11시 - 오후 9시 30분                    ,"{'보쌈 정식': '12,000원', '생배추보쌈 대': '29,000원', '사골칼국수': '8,000원', '파전': '12,000원', '모듬전': '15,000원', '북어찜': '17,000원'}","{'저녁식사': 10, '점심식사': 7, '식사모임': 6, '가족외식': 6, '회식': 5, '술모임': 4, '혼밥': 3, '데이트': 2, '혼술': 1, '서민적인': 9, '가성비좋은': 4, '캐주얼한': 4, '숨은맛집': 3, '지역주민이찾는': 3, '푸짐한': 2, '시끌벅적한': 2, '이국적/이색적': 1, '깔끔한': 1, '주차불가': 1, '무료주차': 1, '좌식': 1}",서울시 종로구 원서동 144,02-744-1614
34,"
서울식품
",정오 12시 - 오후 10시 30분                    ,"{'굴전(소)': '8,000원', '호박전': '5,000원', '김치전': '5,000원', '부추전': '5,000원', '계란말이': '5,000원', '동태전(대)': '10,000원', '햄후라이': '9,000원', '두부김치': '10,000원', '순두부': '6,000원', '오뎅': '6,000원', '골뱅이무침': '12,000원', '김치찌개': '12,000원', '제육볶음': '12,000원', '꽁치찌개': '12,000원', '황도': '5,000원', '뻔데기': '5,000원', '오징어데침': '8,000원', '굴전(대)': '12,000원', '동태전(소)': '7,000원', '미나리전': '7,000원', '라면': '3,500원', '짜파게티': '3,500원', '짜파구리': '7,000원'}","{'술모임': 10, '저녁식사': 4, '데이트': 3, '혼술': 2, '시끌벅적한': 8, '서민적인': 8, '가성비좋은': 4, '숨은맛집': 4, '푸짐한': 2, '이국적/이색적': 1, '지역주민이 찾는': 1, '캐주얼한': 1, '지역주민이찾는': 1, '주차불가': 2, '야외좌석': 1}",서울특별시 종로구 관수동 102-1,02-2267-3657
35,"
명동닭한마리
",오전 10시 - 오후 11시 30분                    ,"{'닭한마리': '25,000원', '닭볶음탕': '28,000원', '삼계탕': '13,000원', '모래집볶음': '10,000원', '보신인삼대추': '4,000원', '모래집사리': '2,000원', '감자': '2,000원', '파': '2,000원', '팽이버섯': '2,000원', '국수사리': '2,000원', '떡사리': '1,000원', '찹쌀죽': '2,000원', '볶음밥(2인분 기준)': '4,000원', '공기밥': '1,000원'}","{'저녁식사': 9, '점심식사': 7, '술모임': 6, '가족외식': 6, '회식': 2, '데이트': 2, '식사모임': 2, '실버푸드': 1, '접대': 1, '서민적인': 8, '시끌벅적한': 7, '가성비좋은': 4, '푸짐한': 2, '캐주얼한': 1, '지역주민이 찾는': 1, '무료주차': 1, '주차불가': 1}",서울특별시 종로구 종로5가 265-8,02-2266-8249
36,"
한일식당
",오전 7시 - 오후 10시                    ,"{'생선구이': '10,000원', '황태구이': '10,000원', '조기구이': '10,000원', '삼치구이': '10,000원', '꽁치구이': '10,000원', '고등어구이': '10,000원'}","{'점심식사': 9, '식사모임': 4, '저녁식사': 4, '혼밥': 4, '아침식사': 3, '실버푸드': 2, '회식': 2, '술모임': 1, '서민적인': 7, '가성비좋은': 5, '푸짐한': 3, '숨은맛집': 2, '지역주민이 찾는': 2, '시끌벅적한': 2, '허름한': 1, '오래된집': 1, '캐주얼한': 1, '중년이상이많은': 1, '아담한': 1, '지역주민이찾는': 1, '무료주차': 1, '주차불가': 1}",서울시 종로구 관수동 43-2,02-2279-7343
37,"
이강순실비집
",오전 10시 - 오후 10시                    ,"{'낙지볶음 1접시': '24,000원', '조개탕': '13,000원', '산낙지': '20,000원', '낙지파전': '15,000원', '낙지철판': '34,000원', '소고기육전': '20,000원', '산낙지볶음': '44,000원', '산낙지연포탕': '42,000원', '낙지호롱구이': '17,000원', '세트 A(낙지볶음 + 조개탕)': '35,000원', '세트 B(낙지볶음 + 조개탕 + 낙지파전)': '49,000원', '세트 C(낙지볶음+육전+조개탕)': '54,000원', '낙지비빔밥': '8,000원', '낙지백반': '13,000원', '낙지불고기뚝배기': '8,000원', '수제낙지만두': '9,000원'}","{'저녁식사': 9, '점심식사': 6, '술모임': 5, '식사모임': 4, '가족외식': 2, '회식': 1, '혼술': 1, '데이트': 1, '서민적인': 7, '지역주민이찾는': 3, '숨은맛집': 3, '푸짐한': 2, '시끌벅적한': 1, '가성비좋은': 1, '이국적/이색적': 1, '캐주얼한': 1}",서울특별시 종로구 관철동 11-11,02-737-7880
38,"
아지오
",오전 11시 30분 - 오후 10시                    ,"{'비프 스튜 파스타': '18,900원', '새우 비스큐 크림소스 파스타': '18,500원', '도미 오일소스 파스타': '17,900원', '볼로네제 부라타치즈 스파게티': '17,500원', '문어 오일 파스타': '16,500원', '고르곤졸라 뇨끼 파스타': '15,900원', '크림 해물 스파게티': '15,500원', '라자냐': '14,900원', '토마토 해물 스파게티': '13,900원', '리얼 까르보나라 스파게티': '13,500원', '조개 스파게티': '13,500원', '매운 앤쵸비 스파게티': '12,500원', '아란치니': '16,900원', '버섯 리조또': '14,500원', '해물 리조또': '14,500원', '마리나라 샐러드 피자': '25,900원', '문어 흑도우 피자': '24,900원', '스텔라 피자': '24,500원', '버섯 피자': '22,900원', '고르곤졸라 피자': '22,900원', '마르게리타 피자': '21,900원', '소고기 샐러드': '16,900원', '문어 샐러드': '15,900원', '프로슈토 샐러드': '15,500원', '부라타 샐러드': '14,900원', '플렛브레드': '5,500원', '토마호크 스테이크 (700g~1000g)': '', '티본 스테이크 (700g~1000g)': '', '살치살 스테이크': '25,500원', '등갈비 스테이크': '18,500원', '구첩반상': '23,900원', '카르토치오': '34,000원', '폭립 바베큐': '25,000원', '도미세비체': '21,000원'}","{'점심식사': 9, '데이트': 7, '저녁식사': 6, '식사모임': 4, '가족외식': 3, '기념일': 2, '회식': 1, '이국적/이색적': 4, '조용한': 3, '숨은맛집': 3, '깔끔한': 2, '격식있는': 2, '예쁜': 2, '경관/야경이좋은': 1, '가성비좋은': 1, '푸짐한': 1, '지역주민이찾는': 1, '고급스러운': 1, '예약필수': 1, '대형룸': 1}",서울특별시 종로구 견지동 68-1,02-722-0211
39,"
박가네빈대떡 2호점
",오전 8시 - 오후 10시                    ,"{'맷돌빈대떡': '5,000원', '고기빈대떡': '10,000원', '고기완자(2장)': '6,000원', '바지락 칼국수': '6,000원', '육회사시미': '30,000원', '육회탕탕이': '30,000원', '탕탕이(산낙지)': '15,000원', '육회': '17,000원', '육회비빔밥': '9,000원', '박가네삼합': '20,000원'}","{'점심식사': 7, '저녁식사': 6, '식사모임': 4, '술모임': 3, '혼술': 3, '간식': 3, '회식': 2, '가족외식': 2, '혼밥': 2, '아이동반': 1, '서민적인': 8, '시끌벅적한': 6, '캐주얼한': 4, '가성비좋은': 4, '지역주민이찾는': 2, '격식있는': 1, '주차불가': 2}",서울특별시 종로구 종로5가 138-16,
40,"
청수정
",오전 11시 - 오후 9시                    ,"{'홍합밥정식': '19,000원', '홍합비빔밥': '14,000원', '홍합밥도시락': '10,000원', '불고기덮밥': '10,000원', '해물파전': '14,000원', '불고기': '20,000원', '제육볶음': '18,000원', '오징어볶음': '18,000원', '홍합밥 공기추가': '3,000원', '흰밥공기': '1,000원'}","{'식사모임': 7, '점심식사': 4, '저녁식사': 4, '가족외식': 2, '접대': 1, '다이어트식단': 1, '회식': 1, '데이트': 1, '실버푸드': 1, '깔끔한': 4, '서민적인': 3, '지역주민이찾는': 3, '오래된집': 2, '조용한': 2, '토속적인': 2, '가성비좋은': 1, '시끌벅적한': 1, '숨은맛집': 1, '이국적/이색적': 1, '푸짐한': 1, '좌식': 2, '주차불가': 1}",서울시 종로구 삼청동 88-23,02-738-8288
41,"
최부자보쌈
",오전 10시 30분 - 자정 12시                    ,"{'굴보쌈': '27000~42000', '낙지보쌈': '32000~52000', '왕족발': '25000~40000', '낙지볶음': '25000~40000', '닭볶음탕': '25000~35000', '감자탕': '25000~30000', '굴추가': '15,000원', '고기추가': '13,000원'}","{'저녁식사': 7, '점심식사': 7, '식사모임': 4, '술모임': 4, '가족외식': 2, '회식': 2, '모임': 1, '남자끼리': 1, '데이트': 1, '여자끼리': 1, '야식': 1, '서민적인': 8, '캐주얼한': 3, '지역주민이찾는': 3, '시끌벅적한': 2, '가성비좋은': 2, '지역주민이 찾는': 1, '아담한': 1, '푸짐한': 1, '토속적인': 1, '오래된집': 1, '주차불가': 2}",서울특별시 종로구 관수동 40,02-2272-4726
42,"
우래옥 본점
",오전 11시 20분 - 오후 9시                    ,"{'평양냉면': '16,000원', '비빔냉면': '16,000원', '온면': '16,000원', '김치말이냉면': '16,000원', '장국밥': '15,000원', '육개장': '16,000원', '갈비탕': '18,000원', '불고기': '37,000원', '갈비': '53,000원', '대긴갈비': '57,000원', '육회': '58,000원', '소금구이': '62,000원', '허밑구이': '35,000원', '허밑소금구이': '35,000원', '염통구이': '35,000원'}","{'점심식사': 104, '저녁식사': 82, '가족외식': 68, '식사모임': 59, '데이트': 32, '혼밥': 20, '술모임': 18, '접대': 17, '기념일': 17, '회식': 15, '아이동반': 15, '실버푸드': 7, '혼술': 3, '남자끼리': 3, '모임': 3, '아침식사': 2, '여자끼리': 2, '파인다이닝': 1, '다이어트식단': 1, '비추': 1, '평양냉면': 1, '차모임': 1, '간식': 1, '친구들끼리': 1, '고급스러운': 53, '깔끔한': 38, '시끌벅적한': 31, '격식있는': 28, '서민적인': 27, '푸짐한': 24, '캐주얼한': 17, '지역주민이 찾는': 11, '조용한': 10, '숨은맛집': 7, '규모가큰': 5, '이국적/이색적': 5, '중년이상이많은': 5, '오래된집': 3, '토속적인': 3, '가성비좋은': 3, '젊은사람이많은': 2, '지역주민이찾는': 2, '경관/야경이좋은': 1, '맛집': 1, '복고풍': 1, '경관/야경이 좋은': 1, '클래식함': 1, '예쁜': 1, '대기는 기본': 1, '가족모임많음': 1, '무료주차': 65, '발렛주차': 49, '개별룸': 13, '대형룸': 9, '현장대기필요': 2, '냉면중에 넘버원': 1, '예약필요': 1, '주차가능': 1}",서울특별시 중구 주교동 118-1,02-2265-0151
43,"
필동면옥
",오전 11시 - 오후 8시 30분                    ,"{'냉면': '13,000원', '비빔': '13,000원', '온면': '13,000원', '사리': '9,000원', '접시만두': '13,000원', '만두국': '13,000원', '제육': '28,000원', '수육': '30,000원'}","{'점심식사': 51, '저녁식사': 37, '식사모임': 22, '가족외식': 20, '혼밥': 16, '데이트': 12, '술모임': 5, '실버푸드': 4, '회식': 4, '기념일': 3, '아이동반': 2, '혼술': 2, '접대': 1, '남자끼리': 1, '평양냉면뿌시기': 1, '아침식사': 1, '간식': 1, '서민적인': 37, '시끌벅적한': 18, '캐주얼한': 15, '지역주민이 찾는': 10, '지역주민이찾는': 9, '깔끔한': 7, '푸짐한': 6, '숨은맛집': 4, '이국적/이색적': 3, '중년이상이많은': 3, '가성비좋은': 2, '규모가큰': 2, '고급스러운': 1, '격식있는': 1, '조용한': 1, '경관/야경이좋은': 1, '노포': 1, '오래된집': 1, '무료주차': 10, '주차불가': 3, '현장대기필요': 1, '대형룸': 1, '개별룸': 1, '발렛주차': 1}",서울특별시 중구 필동3가 1-5,02-2266-2611
44,"
산수갑산
",오전 11시 30분 - 오후 10시                    ,"{'순대국밥 (보통)': '8,000원', '순대국밥 (특)': '9,000원', '순대정식': '13,000원', '순대모듬': '24,000원', '술국': '20,000원', '모듬포장': '22,000원'}","{'저녁식사': 50, '점심식사': 39, '술모임': 35, '혼밥': 16, '식사모임': 12, '회식': 9, '혼술': 6, '남자끼리': 4, '데이트': 4, '실버푸드': 3, '가족외식': 3, '모임': 3, '아침식사': 2, '간식': 1, '안가는게~': 1, '서민적인': 48, '시끌벅적한': 40, '푸짐한': 14, '가성비좋은': 13, '지역주민이 찾는': 13, '숨은맛집': 10, '캐주얼한': 9, '지역주민이찾는': 7, '중년이상이많은': 4, '오래된집': 4, '토속적인': 3, '허름한': 3, '아담한': 2, '술안주': 1, '노포': 1, '깔끔한': 1, '아재감성': 1, '주차불가': 5, '현장대기필요': 4, '좌식': 3, '야외좌석': 2, '무료주차': 2}",서울특별시 중구 인현동1가 15-4,02-2275-6654
45,"
애성회관 한우곰탕
",오전 10시 - 오후 10시                    ,"{'곰탕': '10,000원', '특곰탕': '12,000원', '한우와 낙지': '38,000원', '낙지볶음': '38,000원', '한우수육': '48,000원', '한우불고기': '60,000원', '냉콩국수': '9,000원', '냉콩국수 특': '11,000원'}","{'점심식사': 52, '저녁식사': 41, '혼밥': 32, '가족외식': 20, '식사모임': 17, '데이트': 13, '술모임': 12, '회식': 11, '아침식사': 10, '혼술': 8, '아이동반': 4, '접대': 3, '남자끼리': 2, '실버푸드': 2, '모임': 1, '기념일': 1, '서민적인': 42, '숨은맛집': 19, '푸짐한': 19, '캐주얼한': 17, '가성비좋은': 13, '시끌벅적한': 13, '깔끔한': 11, '지역주민이 찾는': 6, '지역주민이찾는': 5, '조용한': 2, '중년이상이많은': 2, '전국구 맛집': 1, '젊은사람이많은': 1, '맛집': 1, '토속적인': 1, '주차불가': 9, '개별룸': 3, '대형룸': 2, '좌식': 1, '현장대기필요': 1, '유료주차': 1, '주차비비쌈': 1, '배달': 1, '3천6백원 ㅉ': 1, '식사하고나오니': 1}",서울특별시 중구 북창동 93-36,02-352-0303
46,"
하동관 명동본점
",오전 7시 - 오후 4시                    ,"{'곰탕': '15,000원', '곰탕 (특)': '18,000원', '수육(중)': '40,000원', '수육(대)': '60,000원', '20공 곰탕': '20,000원', '25공 곰탕': '25,000원', '30공 곰탕': '30,000원'}","{'점심식사': 31, '혼밥': 14, '아침식사': 11, '가족외식': 6, '식사모임': 6, '남자끼리': 4, '저녁식사': 4, '데이트': 3, '아이동반': 2, '실버푸드': 2, '여자끼리': 1, '보양식': 1, '회식': 1, '배달': 1, '시끌벅적한': 18, '서민적인': 17, '캐주얼한': 6, '깔끔한': 3, '중년이상이많은': 2, '지역주민이찾는': 2, '규모가큰': 1, '회전은빠름': 1, '조용한': 1, '웨이팅주의': 1, '주차불가': 1, '유료주차': 1}",서울특별시 중구 명동1가 10-4,02-776-5656
47,"
만선호프
",정오 12시 - 자정 12시                    ,"{'생맥주': '3,500원', '골뱅이 무침': '25,000원', '노가리': '1,000원', '계란말이': '7,000원', '스팸': '10,000원', '새우튀김': '15,000원', '닭똥집튀김': '13,000원', '후라이드치킨': '16,000원', '만선마늘치킨': '17,000원', '돈까스': '10,000원', '모듬소세지': '15,000원', '낙지소면': '18,000원', '을지로골뱅이': '25,000원', '아귀포': '6,000원', '치킨마늘반마리': '9,000원', '모듬감자': '8,000원', '두부김치': '10,000원', '황도': '6,000원', '무뼈닭발': '15,000원', '오뎅탕': '12,000원', '번데기탕': '8,000원'}","{'술모임': 46, '저녁식사': 15, '회식': 12, '데이트': 10, '점심식사': 3, '식사모임': 3, '기념일': 2, '여자끼리': 1, '혼술': 1, '가족외식': 1, '남자끼리': 1, '시끌벅적한': 39, '서민적인': 38, '캐주얼한': 16, '가성비좋은': 8, '이국적/이색적': 7, '푸짐한': 3, '숨은맛집': 2, '지역주민이찾는': 2, '지역주민이 찾는': 2, '경관/야경이좋은': 1, '예쁜': 1, '규모가큰': 1, '경관/야경이 좋은': 1, '야외좌석': 17, '주차불가': 2, '무료주차': 1, '대형룸': 1}",서울특별시 중구 을지로3가 95-1,02-2274-1040
48,"
동원집
",오전 9시 - 오후 9시                    ,"{'순대국': '7,000원', '감자국(식사)': '8,000원', '감자국(안주中)': '20,000원', '감자국(안주大)': '30,000원', '접시순대': '10,000원', '홍어회(小)': '20,000원', '홍어회(中)': '30,000원', '홍어삼합(小)': '25,000원', '홍어삼합(中)': '35,000원', '머리고기(小)': '18,000원', '머리고기(中)': '23,000원', '머리고기(大)': '28,000원', '머리고기 순대섞어 소': '18,000원', '머리고기 순대섞어 중': '23,000원', '머리고기 순대섞어 대': '28,000원', '술국 소': '13,000원', '술국 중': '20,000원', '술국 대': '25,000원', '순대국 중': '20,000원', '순대국 대': '30,000원', '머리모둠 소': '18,000원', '머리모둠 중': '23,000원', '머리모둠 대': '28,000원'}","{'점심식사': 30, '저녁식사': 28, '술모임': 21, '혼밥': 19, '회식': 8, '식사모임': 8, '혼술': 7, '아침식사': 7, '가족외식': 3, '데이트': 3, '남자끼리': 3, '야식': 2, '모임': 2, '여자끼리': 1, '간식': 1, '을지로 맛집': 1, '서민적인': 44, '시끌벅적한': 25, '가성비좋은': 16, '푸짐한': 14, '숨은맛집': 8, '허름한': 6, '지역주민이 찾는': 5, '오래된집': 5, '캐주얼한': 5, '지역주민이찾는': 4, '토속적인': 2, '중년이상이많은': 2, '노포': 1, '고급스러운': 1, '이국적/이색적': 1, '아담한': 1, '현장대기필요': 3, '주차불가': 2, '야외좌석': 1, '개별룸': 1}",서울특별시 중구 초동 158-14,02-2265-1339
