id,terrace,drinking,meal,lunch,dinner,cost_effective,classy,mood,noisy,quiet,real_local,tags
751,0,0,0,0,0,0,0,0,0,0,0,"서울 떡볶이 맛집,서울 떡볶이 투어,서울 3대 떡볶이,서울 5대 떡볶이,생활의 달인 떡볶이 서울,떡볶이 성지,떡볶킹,떡볶퀸,떡지순례,서대문구 맛집,서대문구 노포,서대문구 떡볶이,가좌역 맛집,가좌역 노포,가좌역 떡볶이집,송파구 노포,송파 맛집,문정역 맛집,문정동 떡볶이,문정역 골목 떡볶이,백종원 맛집,백종원 3대천왕 떡볶이,떡볶이 맛집,떡볶이,중랑구 맛집,면목역 맛집,망우역 맛집,망우역 떡볶이 맛집,서촌 맛집,경복궁 맛집,노량진 맛집,동작구 맛집,동작구 노포,노량진 떡볶이,노량진 떡볶이 맛집,"
752,0,0,0,1,3,2,0,0,2,0,1,"가족외식,데이트,회식,기념일,무료주차,"
753,0,4,1,1,4,5,0,0,3,0,2,"가족외식,데이트,회식,실버푸드,남자끼리,친구들끼리,숨은맛집,캐주얼한,허름한,24시간영업,무료주차,"
754,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,연중무휴"
755,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는"
756,0,2,3,2,6,6,0,0,4,0,2,"회식,가족외식,아침식사,혼밥,데이트,캐주얼한,24시간영업,무료주차,주차불가,회식하기좋은,24시간영업하는,아침을먹을수있는,연중무휴"
757,0,0,0,0,0,0,0,0,0,0,0,연중무휴
758,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,술한잔하기좋은"
759,0,0,0,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,역사가오래된,사케리스트가좋은,스타셰프가운영하는,인테리어가좋은,현지인셰프가있는,호텔레스토랑,연중무휴,프라이빗룸이있는,카운터석이있는"
761,1,3,8,7,12,9,2,0,8,0,1,"가족외식,데이트,혼밥,회식,접대,실버푸드,숨은맛집,캐주얼한,깔끔한,고즈넉한,토속적인,지역주민이 찾는,복고풍,한옥인테리어의,중년이상이많은,이국적/이색적,무료주차,발렛주차,대형룸,좌식,"
762,0,0,0,0,0,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,테라스가있는,새벽까지영업하는,연중무휴"
764,0,0,0,0,0,0,0,0,0,0,0,"서대문구 맛집,신촌역 맛집,신촌 맛집,연세대 맛집,연대 맛집,서울맛집,서울 숨은 맛집,노포식당,노포,서울 노포,서울 가성비 맛집,생생정보통 맛집,먹방 브이로그,신촌 데이트,신촌 술집,"
765,0,0,4,9,6,2,1,0,0,3,1,"데이트,가족외식,기념일,회식,이국적/이색적,숨은맛집,격식있는,예쁜,깔끔한,경관/야경이좋은,예약필수,대형룸,"
766,0,0,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,새벽까지영업하는"
768,0,0,2,2,1,1,0,0,0,1,1,"가족외식,혼밥,회식,깔끔한,지역주민이 찾는,캐주얼한,무료주차,"
769,0,3,5,11,8,17,0,0,1,0,5,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,화상노포,서울 중국집 맛집,간짜장 맛집,화상 노포,서울 짜장 맛집,짜장면 맛집,짜장면,간짜장,노포 간짜장,화상 중국집,보문동 노포,성북구 맛집,보문동 맛집,짬뽕 맛집,잡채밥 맛집,잡채밥,삼선짬뽕,서울 3대 짬뽕,탕수육 맛집,탕수육,중식 잡채밥,역사가오래된,혼밥,회식,가족외식,데이트,접대,성북구맛집,보문동맛집,남자끼리,중국집맛집,캐주얼한,숨은맛집,오래된집,허름한,깔끔한,줄서서먹는,지역주민이 찾는,이국적/이색적,주차불가,개별룸,배달,현장대기필요,"
770,0,1,0,1,1,0,0,0,0,0,0,"가족외식,회식,지역주민이 찾는,이국적/이색적,대형룸,개별룸,"
771,0,12,18,25,18,22,0,0,13,2,8,"혼밥,가족외식,회식,접대,데이트,실버푸드,아침식사,기념일,간식,캐주얼한,숨은맛집,깔끔한,지역주민이 찾는,오래된 맛집,화교,회사원들이 찾는,아주 오래된,전통있는,점심웨이팅있음,이국적/이색적,수요미식회,대형룸,주차불가,콜키지무료,개별룸,주차가능여부 확인 못함,을지로3가역10번출구,"
772,0,1,1,6,2,10,0,0,2,1,2,"혼밥,깔끔한,주차불가,"
773,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
774,0,5,5,7,6,4,0,0,3,0,2,"가족외식,회식,데이트,아이동반,혼밥,숨은맛집,캐주얼한,깔끔한,아주아주 이름난,지역주민이 찾는,개별룸,주차불가,"
775,0,3,1,3,2,2,0,0,1,0,0,"회식,가족외식,혼밥,접대,깔끔한,무료주차,대형룸,개별룸,"
776,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는"
777,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연인과같이가면좋은"
778,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
780,0,1,1,1,3,0,0,0,1,0,1,"가족외식,데이트,회식,숨은맛집,깔끔한,캐주얼한,발렛주차,무료주차,"
781,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴"
782,0,20,17,52,41,74,0,0,13,2,5,"혼밥,가족외식,데이트,회식,아침식사,아이동반,접대,실버푸드,남자끼리,기념일,모임,숨은맛집,캐주얼한,깔끔한,지역주민이 찾는,중년이상이많은,토속적인,전국구 맛집,젊은사람이많은,맛집,주차불가,개별룸,대형룸,식사하고나오니,좌식,현장대기필요,유료주차,주차비비쌈,배달,3천6백원 ㅉ,"
783,0,2,0,0,1,0,0,0,3,0,0,0
784,0,5,4,14,12,25,0,0,5,0,3,"혼밥,회식,실버푸드,아침식사,남자끼리,숨은맛집,지역주민이 찾는,오래된집,중년이상이많은,허름한,토속적인,캐주얼한,깔끔한,현장대기필요,포장가능,"
785,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴"
786,0,0,0,0,0,0,0,0,0,0,0,"연중무휴,프라이빗룸이있는"
787,0,2,1,0,3,0,0,0,1,1,0,"데이트,기념일,남자끼리,회식,모임,여자끼리,캐주얼한,깔끔한,아담한,이국적/이색적,예쁜,무료주차,발렛주차,"
788,0,0,0,0,0,0,0,0,0,0,0,연중무휴
789,0,8,0,1,4,11,0,0,5,0,0,"가족외식,아이동반,간식,모임,디저트,데이트,회식,숨은맛집,오래된집,지역주민이 찾는,캐주얼한,화장실,포장가능,주차불가,"
790,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
791,0,1,0,0,4,1,0,0,3,0,0,"데이트,가족외식,캐주얼한,숨은맛집,무료주차,"
792,0,19,10,28,29,42,0,0,12,1,10,"역사가오래된,24시간영업하는,아침을먹을수있는,아침식사,혼밥,가족외식,회식,데이트,실버푸드,남자끼리,해장,24시,지역주민이 찾는,캐주얼한,깔끔한,숨은맛집,오래된집,토속적인,쏘쏘,격식있는,무료주차,24시간영업,발렛주차,대형룸,현장대기필요,개별룸,좌식,예약필요,"
793,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,"비즈니스다이닝에좋은,상견례에좋은,프라이빗룸이있는"
795,0,3,2,3,3,5,0,0,1,0,2,"가족외식,실버푸드,부모님과 함께,데이트,친구들끼리,회식,숨은맛집,무료주차,개별룸,주차불가,"
796,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,회식하기좋은"
797,0,2,3,3,3,5,0,0,2,0,2,"가족외식,데이트,회식,캐주얼한,지역주민이 찾는,숨은맛집,개별룸,"
798,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,2,2,0,0,2,1,0,"아이동반,가족외식,지역주민이 찾는,캐주얼한,숨은맛집,24시간영업,"
800,0,0,0,0,0,0,0,0,0,0,0,연중무휴
801,0,0,0,0,0,0,0,0,0,0,0,"현지인셰프가있는,연중무휴"
802,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,연인과같이가면좋은,프러포즈하기좋은,야경이좋은,전망이좋은,연중무휴,저녁에만영업하는"
803,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,새벽까지영업하는,저녁에만영업하는,음악감상을할수있는"
804,0,0,0,0,0,0,0,0,0,0,0,0
805,0,9,2,4,11,9,0,0,8,0,0,"회식,데이트,실버푸드,배달,깔끔한,지역주민이 찾는,웨이팅,주차불가,"
806,0,0,0,0,0,0,0,0,0,0,0,저녁에만영업하는
807,0,0,0,0,0,0,0,0,0,0,0,0
808,0,1,1,4,2,4,0,0,2,0,2,"혼밥,아침식사,숨은맛집,무료주차,"
809,0,1,1,4,4,4,0,0,1,0,0,"혼밥,아침식사,숨은맛집,캐주얼한,무료주차,24시간영업,24시간영업하는,아침을먹을수있는,연중무휴"
810,0,3,1,1,3,1,0,0,3,0,0,"회식,"
811,0,2,1,4,1,5,0,0,2,1,1,"혼밥,기사식당,깔끔한,캐주얼한,숨은맛집,무료주차,강남구 맛집,가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,오래된 집,오래된 가게,가성비 숙성회,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,강남 맛집,기사식당,기사식당 맛집,"
812,0,2,5,4,5,6,2,0,1,0,2,"접대,가족외식,실버푸드,데이트,회식,기념일,격식있는,캐주얼한,발렛주차,무료주차,가족과외식하기좋은,연인과같이가면좋은,회식하기좋은,프라이빗룸이있는"
813,0,1,2,8,6,16,0,0,2,0,1,"혼밥,가족외식,데이트,아침식사,아이동반,간단한 식사,지역주민이 찾는,캐주얼한,숨은맛집,깔끔한,무료주차,2층,룸,"
814,0,0,0,0,0,0,0,0,0,0,0,"어향가지,어향가지 맛집,꿔바로우,꿔바로우 맛집,남대문 시장,남대문시장 맛집,회현역 맛집,명동 맛집,명동역 맛집,남창동 맛집,가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,중구 맛집,남대문시장 오래된 맛집,남대문시장 오래된 집,볶음밥,볶음밥 맛집,오래된 집,오래된 가게,맛집 소개,서울 맛집 소개,맛집 소개 유튜버,서울,서울 맛집 유튜버,"
815,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
816,0,0,2,7,7,12,0,0,0,1,0,"혼밥,가족외식,아침식사,간식,아이동반,실버푸드,지역주민이 찾는,허름한,캐주얼한,숨은맛집,오래된집,무료주차,가게앞골목주차,"
817,0,2,1,3,3,4,0,0,0,0,1,"혼밥,가족외식,숨은맛집,주차불가,무료주차,"
818,0,0,0,0,0,0,0,0,0,0,0,0
819,2,3,2,0,2,2,0,0,3,0,0,"회식,경관/야경이좋은,캐주얼한,숨은맛집,발렛주차,"
820,0,3,1,1,3,5,0,0,2,0,0,"회식,데이트,가족외식,숨은맛집,"
821,0,3,2,1,5,9,0,0,1,1,0,"가족외식,혼밥,숨은맛집,지역주민이 찾는,캐주얼한,허름한,오래된집,아담한,"
822,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
823,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
825,0,9,4,3,8,10,0,0,3,2,0,"회식,데이트,가족외식,접대,아이동반,기념일,캐주얼한,숨은맛집,주차불가,공덕 맛집,공덕역 맛집,서울 맛집,서울맛집,서울노포,노포맛집,오래된맛집,서울데이트코스,서울핫플,검증된맛집,서울먹방,먹방데이트,보쌈 김치 맛집,보쌈 맛집,보쌈 노포,수요미식회,수요미식회맛집,"
826,0,0,0,0,0,0,0,0,0,0,0,"서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 회 맛집,회,회 맛집,물회,동작구 맛집,신대방동 맛집,동작구 노포,보라매 맛집,보라매역 맛집,7호선 맛집,물회 노포,서울 물회 맛집,"
827,0,7,1,5,4,7,0,0,3,0,1,"회식,캐주얼한,숨은맛집,웨이팅있는,무료주차,주차불가,"
828,0,1,2,1,2,2,0,0,2,0,1,"회식,깔끔한,캐주얼한,숨은맛집,노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,서울 막회 맛집,서울 회 맛집,서울 닭꼬치 맛집,충무로 맛집,필동 맛집,충무로역 맛집,필동,충무로,중구 맛집,충무로 노포식당,"
829,0,3,0,3,3,3,0,0,1,0,2,"가족외식,데이트,아이동반,회식,혼밥,캐주얼한,숨은맛집,발렛주차,"
830,0,1,1,1,4,0,2,0,0,0,0,"데이트,가족외식,깔끔한,캐주얼한,이국적/이색적,주차불가,"
831,0,8,3,10,12,25,0,0,8,2,3,"혼밥,아침식사,실버푸드,회식,아이동반,배달,가족외식,야식,친구,캐주얼한,지역주민이 찾는,숨은맛집,술이 술술 들어가는,술을 부르는,무료주차,24시간영업,대형룸,콜키지무료,역사가오래된,24시간영업하는,아침을먹을수있는,연중무휴"
832,0,0,1,4,1,4,0,0,1,1,1,"해장,혼밥,지역주민이 찾는,깔끔한,캐주얼한,무료주차,"
833,0,0,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
835,0,3,2,3,3,5,0,0,0,0,0,"혼밥,숨은맛집,캐주얼한,"
836,0,1,3,4,4,2,0,0,0,1,0,"회식,가족외식,접대,캐주얼한,격식있는,깔끔한,숨은맛집,지역주민이 찾는,"
837,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
838,0,0,0,8,6,5,0,0,1,0,0,"혼밥,아이동반,간식,가족외식,데이트,캐주얼한,규모가큰,깔끔한,가족과외식하기좋은,역사가오래된,외국인접대에좋은"
839,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,6,39,23,64,0,0,20,0,7,"혼밥,데이트,가족외식,간식,아이동반,실버푸드,회식,캐주얼한,지역주민이 찾는,숨은맛집,허름한,아담한,지저분한,주차불가,무료주차,365영업,매우불친절,"
841,0,0,0,0,0,0,0,0,0,0,0,저녁에만영업하는
842,0,0,0,0,0,0,0,0,0,0,0,"24시간영업하는,아침을먹을수있는"
843,0,20,12,21,21,34,0,0,16,2,5,"혼밥,가족외식,회식,아침식사,데이트,남자끼리,실버푸드,접대,아이동반,국물,모임,배달,여자끼리,야식,숨은맛집,지역주민이 찾는,캐주얼한,깔끔한,중년이상이많은,오래된집,토속적인,노포의,아주 오래된,허름한,규모가큰,젊은사람이많은,24시간영업,주차불가,현장대기필요,주차는 알아서,포장가능,역사가오래된,24시간영업하는,아침을먹을수있는"
844,0,5,8,14,15,15,0,0,4,1,7,"가족외식,데이트,회식,아이동반,중국집,탕수육,아침식사,짜장면,캐주얼한,숨은맛집,이국적/이색적,주차불가,무료주차,"
845,1,5,8,18,13,17,1,0,5,2,3,"역사가오래된,가족외식,회식,데이트,혼밥,기념일,모임,남자끼리,접대,실버푸드,지역주민이 찾는,숨은맛집,캐주얼한,오래된집,경관/야경이좋은,오래된, 아담한,이국적/이색적,깔끔한,개별룸,대형룸,주차불가,2층,노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,동대문구 맛집,외대역 맛집,이문동 맛집,화상노포,서울 중국집 맛집,간짜장 맛집,화상 노포,서울 짜장 맛집,짜장면 맛집,짜장면,간짜장,노포 간짜장,동대문구 짜장 맛집,동대문구 중국집,"
846,0,4,1,6,3,15,0,0,0,1,1,"혼밥,아침식사,해장,실버푸드,남자끼리,지역주민이 찾는,숨은맛집,허름한,깔끔한,아담한,무료주차,선지추가무료,"
847,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
848,0,2,2,10,9,12,0,0,0,0,2,"가족외식,혼밥,데이트,노포중국집,아이동반,성북동맛집,오래된중국집,숨은맛집,허름한,오래된집,캐주얼한,지역주민이 찾는,배달,주차불가,"
849,0,6,2,0,4,9,0,0,3,0,0,"회식,가족외식,데이트,숨은맛집,캐주얼한,지역주민이 찾는,무료주차,주차불가,"
850,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
851,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
852,0,0,0,12,5,16,0,0,1,1,6,"아침을먹을수있는,혼밥,아침식사,간식,회식,숨은맛집,지역주민이 찾는,캐주얼한,오래된,무료주차,주차불가,일찍열어요"
853,0,1,2,3,6,5,0,0,2,0,1,"데이트,지역주민이 찾는,숨은맛집,"
854,0,0,0,0,0,0,0,0,0,0,0,연중무휴
855,0,0,0,0,0,0,0,0,0,0,0,카운터석이있는
856,1,3,0,0,1,4,0,0,1,0,1,"회식,숨은맛집,캐주얼한,"
857,0,1,1,0,1,4,0,0,1,0,0,"회식,캐주얼한,숨은맛집,"
858,0,10,11,14,10,15,0,0,4,0,3,"혼밥,회식,가족외식,실버푸드,아이동반,비추,데이트,캐주얼한,숨은맛집,이국적/이색적,지역주민이 찾는,비위생적,주차불가,개별룸,대형룸,"
859,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,새벽까지영업하는,연중무휴"
860,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
861,0,0,0,0,0,0,0,0,0,0,0,연중무휴
862,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
863,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,술한잔하기좋은"
864,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,아침을먹을수있는"
865,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연중무휴"
866,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
867,0,2,0,3,1,5,0,0,1,0,0,"아침식사,혼밥,지역주민이 찾는,주차불가,"
868,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,아침을먹을수있는,연중무휴"
869,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,연중무휴"
870,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
871,0,0,0,0,0,0,0,0,0,0,0,"새벽까지영업하는,연중무휴,저녁에만영업하는"
872,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,낮에만영업하는"
873,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,아침을먹을수있는"
874,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,연인과같이가면좋은,술한잔하기좋은,프러포즈하기좋은,야경이좋은,전망이좋은,새벽까지영업하는,연중무휴"
875,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,역사가오래된,연인과같이가면좋은"
876,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,역사가오래된,연인과같이가면좋은"
877,0,0,0,0,0,0,0,0,0,0,0,0
878,0,4,3,5,5,8,0,0,3,0,2,"데이트,회식,가족외식,지역주민이 찾는,캐주얼한,숨은맛집,"
879,0,4,3,7,5,5,0,0,2,1,2,"데이트,혼밥,회식,간식,기념일,이국적/이색적,캐주얼한,숨은맛집,주차불가,"
880,0,4,2,3,3,8,0,0,2,0,1,"간식,아이동반,혼밥,회식,가족외식,데이트,실버푸드,캐주얼한,숨은맛집,지역주민이 찾는,"
881,0,4,2,4,3,5,1,0,0,1,3,"데이트,가족외식,혼밥,혼카페,아이동반,아침식사,회식,캐주얼한,깔끔한,이국적/이색적,격식있는,예쁜,숨은맛집,무료주차,"
882,0,0,0,3,5,7,0,0,0,0,2,"간식,혼밥,저렴한,캐주얼한,아담한,주차불가,"
883,0,0,0,2,2,2,0,0,0,0,0,"아침식사,혼밥,간식,지역주민이 찾는,숨은맛집,"
884,0,0,1,3,3,3,0,0,0,1,1,"혼밥,가족외식,아침식사,아이동반,캐주얼한,숨은맛집,지역주민이 찾는,깔끔한,무료주차,가게 옆쪽 3~4대 주차가능,"
885,0,1,2,5,2,8,0,0,0,0,2,"혼밥,아침식사,실버푸드,다이어트식단,가족외식,숨은맛집,캐주얼한,무료주차,주차불가,"
886,0,0,0,0,0,3,0,0,0,0,0,"간식,디저트,허름한,주차불가,"
887,0,0,0,0,0,0,0,0,0,0,0,"역사가오래된,새벽까지영업하는,연중무휴"
888,0,4,3,5,5,8,0,0,1,0,3,"가족외식,혼밥,회식,간식,실버푸드,"
889,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
890,0,0,0,0,0,0,0,0,0,0,0,"연인과같이가면좋은,술한잔하기좋은,새벽까지영업하는,저녁에만영업하는"
891,0,0,0,0,0,0,0,0,0,0,0,"술한잔하기좋은,저녁에만영업하는"
892,0,1,1,4,5,6,0,0,1,1,3,"역사가오래된,혼밥,아침식사,데이트,실버푸드,남자끼리,숨은맛집,캐주얼한,발렛주차,무료주차,좌식,"
893,0,1,1,6,5,7,0,0,1,0,1,"혼밥,남자끼리,여자끼리,가족외식,모임,회식,캐주얼한,지역주민이 찾는,토속적인,숨은맛집,깔끔한,복고풍,개별룸,"
894,0,0,0,0,0,0,0,0,0,0,0,0
895,0,6,1,0,1,4,0,0,5,0,0,"캐주얼한,무료주차,"
896,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
897,0,0,0,0,0,0,0,0,0,0,0,저녁에만영업하는
898,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,연인과같이가면좋은"
899,0,3,6,18,17,13,2,0,2,2,2,"가족과외식하기좋은,외국인접대에좋은,프라이빗룸이있는,혼밥,가족외식,아침식사,회식,모임,접대,데이트,깔끔한,캐주얼한,숨은맛집,격식있는,지역주민이 찾는,아담한,중년이상이많은,대치동에서 삼성동,발렛주차,무료주차,개별룸,놀이방,콜키지 무료,"
900,0,6,6,9,10,12,1,0,1,2,1,"가족외식,회식,혼밥,데이트,접대,기념일,지역주민이 찾는,이국적/이색적,캐주얼한,오래된,개별룸,주차불가,"
901,0,0,0,5,1,5,0,0,1,1,0,"숨은맛집,주차불가,"
902,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
903,0,2,2,0,2,3,0,0,0,0,2,"아침식사,회식,가족외식,숨은맛집,깔끔한,무료주차,대형룸,"
904,0,0,0,0,0,0,0,0,0,0,0,0
905,1,7,1,0,4,11,0,0,5,0,2,"회식,가족외식,캐주얼한,숨은맛집,"
906,2,4,2,15,10,26,0,0,3,0,7,"혼밥,실버푸드,가족외식,데이트,아침식사,포장,숨은맛집,지역주민이 찾는,백종원맛집,아담한,오래된집,3대천왕,주차불가,개별룸,"
907,0,2,3,3,7,7,0,0,3,0,1,"가족외식,데이트,회식,기념일,아이동반,숨은맛집,지역주민이 찾는,오래된집,캐주얼한,무료주차,좌식,"
908,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,역사가오래된,회식하기좋은,새벽까지영업하는"
909,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
910,0,6,4,1,7,6,0,0,6,0,2,"데이트,가족외식,기념일,여자끼리,회식,남자끼리,다이어트식단,모임,캐주얼한,이국적/이색적,깔끔한,숨은맛집,주차불가,"
911,0,0,0,2,3,3,0,0,0,0,1,"혼밥,숨은맛집,캐주얼한,"
912,0,21,59,104,82,54,53,0,31,10,2,"가족외식,데이트,혼밥,접대,기념일,회식,아이동반,실버푸드,남자끼리,모임,아침식사,여자끼리,다이어트식단,비추,평양냉면,차모임,간식,친구들끼리,파인다이닝,깔끔한,격식있는,캐주얼한,지역주민이 찾는,숨은맛집,규모가큰,이국적/이색적,중년이상이많은,오래된집,토속적인,젊은사람이많은,경관/야경이 좋은,클래식함,예쁜,대기는 기본,가족모임많음,경관/야경이좋은,맛집,복고풍,무료주차,발렛주차,개별룸,대형룸,현장대기필요,예약필요,주차가능,냉면중에 넘버원,"
913,0,0,0,0,0,0,0,0,0,0,0,연중무휴
914,0,0,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,아침을먹을수있는
916,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,회식하기좋은,새벽까지영업하는"
920,0,0,0,0,0,0,0,0,0,0,0,"아침을먹을수있는,연중무휴"
921,0,0,0,0,0,0,0,0,0,0,0,0
922,0,1,2,3,4,3,0,0,0,0,0,"데이트,캐주얼한,깔끔한,아담한,가족과외식하기좋은,역사가오래된,회식하기좋은,연중무휴"
923,0,1,1,3,3,3,0,0,1,0,0,"회식,무료주차,"
924,0,0,0,0,0,0,0,0,0,0,0,저녁에만영업하는
925,0,0,0,0,0,0,0,0,0,0,0,"가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,오래된 집,오래된 가게,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,광진구 맛집,구의동 맛집,구의 맛집,구의역 맛집,돼지고기 맛집,서울 돼지고기 맛집,서울 고기 맛집,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,광진구,주먹고기,주먹고기 맛집,재상이 김치,"
926,0,0,0,0,0,0,0,0,0,0,0,"가족과외식하기좋은,소개팅하기좋은,연인과같이가면좋은,인테리어가좋은,점심뷔페를하는"
927,0,0,0,0,0,0,0,0,0,0,0,"결혼기념일에가면좋은,비즈니스다이닝에좋은,프러포즈하기좋은,야경이좋은,전망이좋은,연중무휴"
928,0,2,2,1,1,0,0,0,1,0,1,"가족외식,회식,접대,캐주얼한,참숯,잘라주는,구워주는,발렛주차,대형룸,개별룸,콜키지2만원,"
929,0,0,0,4,1,3,0,0,0,0,2,"혼밥,가족외식,무료주차,"
930,0,2,2,3,3,1,1,0,1,1,2,"회식,가족외식,혼밥,접대,숨은맛집,발렛주차,무료주차,"
931,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
932,0,2,0,0,3,2,0,0,4,0,0,"숨은맛집,지역주민이 찾는,"
933,0,15,8,12,13,16,0,0,14,0,5,"역사가오래된,연중무휴,회식,가족외식,실버푸드,배달,숨은맛집,캐주얼한,지역주민이 찾는,불친절,포장가능,주차불가,"
934,1,2,2,0,4,3,0,0,1,0,0,"간식,데이트,여자끼리,회식,남자끼리,지역주민이 찾는,아담한,오래된집,"
935,0,0,0,0,0,0,0,0,0,0,0,역사가오래된
936,0,0,0,4,2,8,0,0,0,0,2,"혼밥,간식,아이동반,배달,데이트,숨은맛집,캐주얼한,무료주차,"
